"","V1"
"13023",4
"13024",6
"13025",6
"13026",5
"13027",6
"13028",6
"13030",8
"13031",8
"13035",6
"13036",2
"13037",6
"13038",8
"13039",6
"13040",6
"13044",6
"13046",7
"13047",6
"13048",5
"13049",5
"13051",8
"13052",4
"13054",6
"13055",6
"13056",8
"13057",6
"13058",1
"13059",6
"13060",5
"13061",6
"13062",6
"13064",6
"13065",3
"13066",2
"13067",8
"13068",5
"13069",9
"13070",10
"13072",6
"13073",10
"13074",10
"13075",5
"13077",5
"13078",7
"13079",4
"13080",8
"13081",8
"13082",5
"13084",1
"13085",6
"13086",5
"13087",7
"13088",9
"13089",3
"13090",9
"13091",8
"13092",3
"13093",8
"13095",1
"13096",7
"13097",1
"13098",2
"13099",1
"13100",10
"13101",8
"13102",10
"13103",9
"13105",1
"13107",5
"13108",3
"13109",2
"13110",5
"13111",7
"13112",8
"13113",2
"13114",3
"13115",10
"13117",5
"13118",1
"13119",2
"13121",9
"13122",9
"13123",2
"13124",1
"13125",7
"13126",2
"13127",3
"13128",8
"13129",8
"13130",3
"13131",10
"13132",4
"13134",3
"13136",3
"13137",4
"13138",3
"13139",4
"13141",4
"13145",4
"13149",4
"13151",3
"13154",4
"13155",3
"13157",4
"13163",4
"13164",3
"13166",3
"13169",3
"13170",9
"13171",4
"13173",3
"13179",4
"13180",3
"13186",4
"13188",9
"13190",4
"13191",3
"13193",4
"13195",3
"13197",4
"13199",4
"13200",3
"13201",3
"13202",4
"13205",4
"13206",3
"13208",4
"13209",3
"13211",9
"13212",3
"13214",4
"13215",3
"13217",3
"13218",4
"13220",3
"13221",4
"13223",4
"13224",3
"13226",3
"13227",4
"13229",3
"13230",4
"13231",4
"13233",3
"13235",3
"13236",4
"13237",9
"13238",3
"13242",9
"13243",3
"13244",9
"13247",4
"13248",9
"13249",3
"13250",4
"13252",4
"13253",3
"13256",9
"13260",9
"13262",3
"13263",4
"13264",9
"13265",9
"13267",3
"13268",7
"13269",6
"13270",3
"13271",7
"13272",3
"13274",8
"13275",4
"13276",4
"13279",4
"13280",2
"13281",7
"13282",2
"13283",2
"13284",8
"13285",7
"13286",2
"13288",2
"13289",4
"13290",8
"13291",4
"13292",3
"13295",1
"13296",2
"13297",6
"13298",7
"13299",10
"13300",2
"13301",2
"13302",7
"13305",4
"13306",4
"13310",7
"13311",7
"13312",6
"13313",7
"13314",8
"13316",5
"13317",5
"13318",6
"13319",7
"13320",2
"13321",1
"13325",10
"13326",8
"13327",2
"13328",2
"13330",3
"13331",2
"13332",6
"13333",2
"13334",7
"13336",7
"13337",7
"13338",3
"13341",7
"13343",8
"13344",7
"13345",8
"13346",1
"13347",7
"13348",7
"13350",8
"13351",7
"13353",10
"13354",2
"13355",2
"13356",3
"13357",2
"13359",7
"13360",6
"13361",7
"13362",8
"13363",10
"13364",3
"13368",7
"13369",3
"13370",2
"13371",7
"13372",3
"13373",7
"13374",2
"13375",5
"13376",2
"13377",2
"13379",7
"13380",7
"13382",7
"13383",5
"13384",9
"13386",1
"13387",2
"13388",4
"13389",2
"13391",2
"13392",7
"13393",1
"13394",7
"13396",1
"13397",3
"13398",2
"13399",4
"13400",5
"13401",6
"13402",1
"13403",5
"13404",2
"13406",7
"13407",7
"13410",2
"13411",9
"13412",10
"13415",5
"13416",4
"13417",1
"13419",3
"13420",5
"13421",1
"13422",5
"13423",7
"13424",5
"13425",10
"13426",4
"13427",4
"13428",6
"13429",1
"13430",2
"13431",10
"13433",4
"13434",2
"13435",2
"13436",7
"13437",8
"13439",7
"13440",1
"13441",1
"13442",8
"13443",7
"13444",8
"13445",8
"13446",2
"13447",8
"13448",1
"13449",1
"13450",7
"13451",4
"13452",1
"13453",8
"13454",8
"13455",4
"13456",1
"13457",1
"13458",1
"13459",7
"13460",7
"13461",2
"13462",1
"13463",1
"13464",1
"13465",6
"13466",1
"13467",1
"13468",5
"13469",1
"13470",1
"13471",2
"13472",4
"13474",1
"13475",1
"13476",1
"13477",1
"13478",1
"13479",1
"13480",1
"13481",1
"13482",1
"13483",1
"13484",1
"13485",1
"13486",1
"13487",1
"13488",1
"13489",1
"13490",1
"13491",1
"13492",1
"13493",1
"13494",1
"13495",1
"13496",1
"13497",1
"13498",6
"13499",5
"13500",8
"13501",6
"13502",3
"13503",3
"13504",2
"13505",4
"13506",1
"13507",4
"13508",8
"13509",10
"13510",1
"13511",8
"13512",1
"13513",6
"13514",1
"13515",1
"13516",1
"13517",2
"13518",1
"13519",4
"13520",4
"13521",1
"13522",8
"13523",4
"13524",1
"13525",1
"13526",1
"13527",1
"13528",6
"13529",5
"13530",1
"13531",5
"13532",2
"13533",2
"13534",6
"13535",1
"13536",1
"13537",1
"13538",1
"13539",1
"13540",8
"13541",8
"13542",1
"13543",8
"13544",8
"13545",8
"13546",1
"13547",1
"13548",1
"13551",10
"13552",5
"13553",4
"13554",1
"13555",2
"13556",10
"13557",9
"13558",5
"13560",5
"13561",5
"13562",4
"13563",4
"13564",5
"13566",5
"13567",2
"13569",9
"13570",9
"13571",9
"13573",8
"13574",6
"13575",7
"13576",2
"13577",5
"13578",7
"13579",5
"13580",2
"13583",9
"13584",4
"13585",9
"13586",2
"13587",1
"13588",7
"13589",9
"13590",3
"13591",7
"13592",3
"13593",4
"13594",2
"13595",2
"13596",6
"13597",10
"13599",8
"13600",8
"13601",9
"13602",4
"13603",10
"13604",10
"13605",4
"13606",2
"13608",8
"13609",5
"13610",2
"13611",10
"13612",2
"13613",2
"13614",10
"13615",1
"13617",10
"13618",2
"13619",2
"13620",9
"13621",3
"13623",8
"13624",10
"13625",5
"13626",8
"13627",9
"13628",8
"13629",3
"13631",2
"13632",3
"13633",5
"13634",4
"13635",10
"13636",10
"13637",7
"13638",4
"13639",3
"13640",3
"13642",10
"13643",4
"13644",3
"13645",8
"13646",4
"13647",2
"13649",8
"13650",3
"13651",10
"13652",7
"13653",2
"13654",6
"13657",8
"13658",8
"13659",2
"13663",7
"13665",7
"13666",9
"13667",7
"13668",7
"13669",7
"13670",7
"13671",10
"13672",10
"13673",9
"13674",7
"13675",3
"13676",10
"13677",7
"13678",4
"13679",10
"13680",6
"13681",6
"13682",4
"13683",6
"13685",7
"13686",9
"13687",9
"13688",7
"13689",3
"13690",7
"13691",6
"13692",3
"13693",7
"13694",7
"13695",9
"13696",7
"13697",1
"13698",7
"13699",3
"13700",9
"13701",3
"13702",2
"13703",7
"13704",10
"13705",7
"13706",10
"13707",9
"13708",4
"13709",10
"13710",8
"13711",8
"13712",5
"13713",4
"13714",4
"13715",1
"13716",8
"13717",1
"13718",1
"13719",1
"13720",1
"13721",1
"13722",1
"13723",4
"13724",6
"13725",3
"13726",1
"13727",6
"13728",1
"13729",5
"13730",5
"13731",4
"13732",1
"13733",5
"13734",2
"13735",5
"13736",5
"13737",5
"13738",1
"13739",1
"13740",1
"13741",6
"13742",1
"13743",1
"13744",1
"13745",1
"13746",7
"13747",1
"13748",1
"13749",1
"13750",1
"13751",1
"13752",1
"13753",1
"13754",1
"13755",1
"13757",1
"13758",6
"13759",1
"13760",4
"13761",3
"13763",5
"13765",1
"13766",1
"13767",1
"13769",1
"13770",6
"13771",1
"13772",5
"13773",5
"13774",6
"13775",1
"13776",1
"13777",1
"13778",1
"13779",9
"13781",1
"13782",4
"13784",4
"13785",8
"13786",1
"13787",10
"13789",3
"13791",6
"13792",3
"13793",3
"13794",5
"13796",4
"13798",4
"13799",10
"13800",8
"13801",8
"13802",4
"13803",7
"13804",8
"13805",1
"13806",4
"13807",5
"13808",4
"13809",5
"13810",1
"13812",9
"13813",1
"13814",6
"13815",4
"13818",5
"13819",2
"13820",7
"13823",5
"13825",1
"13826",5
"13827",7
"13828",10
"13829",8
"13830",8
"13831",8
"13832",4
"13833",5
"13834",7
"13835",2
"13836",4
"13839",1
"13840",7
"13841",9
"13842",7
"13843",7
"13844",1
"13845",10
"13846",1
"13847",1
"13848",8
"13849",4
"13850",4
"13851",10
"13852",4
"13853",4
"13855",10
"13856",4
"13857",5
"13858",4
"13859",1
"13860",5
"13861",6
"13862",2
"13863",2
"13864",2
"13865",2
"13866",2
"13867",1
"13868",2
"13869",3
"13870",1
"13871",2
"13872",4
"13873",2
"13874",5
"13875",6
"13876",2
"13877",6
"13878",2
"13880",2
"13881",5
"13882",2
"13883",2
"13884",2
"13885",5
"13886",2
"13887",2
"13888",2
"13889",10
"13890",10
"13891",2
"13892",2
"13893",5
"13894",5
"13895",2
"13896",7
"13897",5
"13898",4
"13899",10
"13900",4
"13901",1
"13902",5
"13903",2
"13904",2
"13905",5
"13906",7
"13907",7
"13908",5
"13909",4
"13910",9
"13911",5
"13912",4
"13913",4
"13914",7
"13915",10
"13916",4
"13917",5
"13918",1
"13919",9
"13920",5
"13921",2
"13922",2
"13923",7
"13924",7
"13925",1
"13927",6
"13928",10
"13929",10
"13930",5
"13931",2
"13932",8
"13933",1
"13934",2
"13935",10
"13936",9
"13938",5
"13939",5
"13941",9
"13942",8
"13943",2
"13944",4
"13945",7
"13946",5
"13947",1
"13948",7
"13949",9
"13950",6
"13951",2
"13952",10
"13953",3
"13954",1
"13955",9
"13956",8
"13958",3
"13960",10
"13961",2
"13962",1
"13963",7
"13964",3
"13966",9
"13967",9
"13968",1
"13969",7
"13970",5
"13971",5
"13972",3
"13973",9
"13974",10
"13975",3
"13976",10
"13977",1
"13978",1
"13979",6
"13980",1
"13981",1
"13982",1
"13983",1
"13984",3
"13985",1
"13986",5
"13987",1
"13988",2
"13989",3
"13990",7
"13991",7
"13992",3
"13994",1
"13995",3
"13997",3
"13998",5
"13999",1
"14000",6
"14001",7
"14002",1
"14003",4
"14004",2
"14005",6
"14006",3
"14007",4
"14008",5
"14009",3
"14010",9
"14011",4
"14012",2
"14013",8
"14014",7
"14015",10
"14016",4
"14017",10
"14018",1
"14019",3
"14020",2
"14021",3
"14023",7
"14024",7
"14025",2
"14026",7
"14027",7
"14028",10
"14029",4
"14030",4
"14031",4
"14032",4
"14033",6
"14035",4
"14037",4
"14038",6
"14040",7
"14041",1
"14042",4
"14043",4
"14044",5
"14045",7
"14046",5
"14047",10
"14049",3
"14050",4
"14051",4
"14052",7
"14053",4
"14054",8
"14055",2
"14056",4
"14057",6
"14058",5
"14059",10
"14060",4
"14062",3
"14063",9
"14064",4
"14065",3
"14066",3
"14068",3
"14069",7
"14070",10
"14071",4
"14072",7
"14073",5
"14074",3
"14075",3
"14078",10
"14079",6
"14080",8
"14081",10
"14082",7
"14084",7
"14086",5
"14087",5
"14089",10
"14090",7
"14091",8
"14092",2
"14093",10
"14094",10
"14095",5
"14097",1
"14099",6
"14100",4
"14101",7
"14102",9
"14104",6
"14105",3
"14106",7
"14108",6
"14109",4
"14110",6
"14112",3
"14113",3
"14114",5
"14116",3
"14118",5
"14119",8
"14120",2
"14123",3
"14125",5
"14126",8
"14127",2
"14128",4
"14129",8
"14130",4
"14131",5
"14132",2
"14133",5
"14134",4
"14136",4
"14137",10
"14138",4
"14139",7
"14140",7
"14144",6
"14145",1
"14146",7
"14147",4
"14148",6
"14151",4
"14152",10
"14154",8
"14155",1
"14157",8
"14158",10
"14159",5
"14160",5
"14161",4
"14162",4
"14164",10
"14166",7
"14168",6
"14169",3
"14170",5
"14172",1
"14173",4
"14174",10
"14175",10
"14176",5
"14178",4
"14179",1
"14181",7
"14182",2
"14183",8
"14184",8
"14185",7
"14186",6
"14188",2
"14189",6
"14190",8
"14191",2
"14192",1
"14193",4
"14194",4
"14195",8
"14196",2
"14197",4
"14198",7
"14199",3
"14201",7
"14202",4
"14203",8
"14204",2
"14205",2
"14206",6
"14207",3
"14209",3
"14210",1
"14211",2
"14213",7
"14214",6
"14215",9
"14216",1
"14217",2
"14218",2
"14220",1
"14221",10
"14222",7
"14223",7
"14224",3
"14225",2
"14227",9
"14228",5
"14230",3
"14231",7
"14232",4
"14233",5
"14234",1
"14235",4
"14236",10
"14237",3
"14238",10
"14239",7
"14240",8
"14241",2
"14242",4
"14243",2
"14244",7
"14245",6
"14246",1
"14247",3
"14248",10
"14249",1
"14251",8
"14252",5
"14253",7
"14254",3
"14255",2
"14256",4
"14257",8
"14258",5
"14259",1
"14260",3
"14261",2
"14262",10
"14263",10
"14264",4
"14265",7
"14266",10
"14268",3
"14269",2
"14270",4
"14271",1
"14272",4
"14273",5
"14274",1
"14275",7
"14276",2
"14277",2
"14278",8
"14279",8
"14280",1
"14281",1
"14282",7
"14283",6
"14284",2
"14285",2
"14286",10
"14287",2
"14288",6
"14289",7
"14290",4
"14291",7
"14292",5
"14293",7
"14294",2
"14295",1
"14296",5
"14297",10
"14298",2
"14299",9
"14300",2
"14301",8
"14302",6
"14303",8
"14304",9
"14306",8
"14307",2
"14309",3
"14310",7
"14311",7
"14312",3
"14313",1
"14314",9
"14315",3
"14316",7
"14317",6
"14318",1
"14320",6
"14321",7
"14322",8
"14323",8
"14325",5
"14327",3
"14330",2
"14331",8
"14332",10
"14333",10
"14334",4
"14335",2
"14337",2
"14338",5
"14340",10
"14341",2
"14343",8
"14344",2
"14347",10
"14348",3
"14349",9
"14350",2
"14351",2
"14352",4
"14353",3
"14355",9
"14356",5
"14357",4
"14358",9
"14359",9
"14360",2
"14361",7
"14362",7
"14363",4
"14364",4
"14365",6
"14368",3
"14369",3
"14370",9
"14372",8
"14374",10
"14375",2
"14376",8
"14379",2
"14380",2
"14382",5
"14383",2
"14384",2
"14385",2
"14386",8
"14389",7
"14390",4
"14391",2
"14393",2
"14394",4
"14395",8
"14396",6
"14397",10
"14398",7
"14399",5
"14400",2
"14401",4
"14402",6
"14403",7
"14404",7
"14405",4
"14406",1
"14407",2
"14408",5
"14409",10
"14410",2
"14411",2
"14412",5
"14413",5
"14414",4
"14415",1
"14416",10
"14417",2
"14418",8
"14419",8
"14420",2
"14421",7
"14422",2
"14423",9
"14424",2
"14425",2
"14426",2
"14429",8
"14432",2
"14433",6
"14434",1
"14435",8
"14436",8
"14439",5
"14442",5
"14443",5
"14444",5
"14445",4
"14446",2
"14447",6
"14449",5
"14450",9
"14451",9
"14452",1
"14453",4
"14454",3
"14455",3
"14456",9
"14457",1
"14458",4
"14459",2
"14460",4
"14461",3
"14462",4
"14463",5
"14464",8
"14465",10
"14466",5
"14467",4
"14468",3
"14469",3
"14470",3
"14471",5
"14472",4
"14473",3
"14474",1
"14475",3
"14476",2
"14477",1
"14478",6
"14479",5
"14480",7
"14481",7
"14482",3
"14483",7
"14484",5
"14485",10
"14486",3
"14487",2
"14488",4
"14490",3
"14491",10
"14492",2
"14493",3
"14494",10
"14495",2
"14497",1
"14498",1
"14499",5
"14500",5
"14501",1
"14502",5
"14503",3
"14504",1
"14507",1
"14508",1
"14509",1
"14510",1
"14511",1
"14512",1
"14513",1
"14514",5
"14515",2
"14516",3
"14517",3
"14518",2
"14519",3
"14520",2
"14521",6
"14522",1
"14523",1
"14524",3
"14525",5
"14526",4
"14527",1
"14528",7
"14529",5
"14530",3
"14531",5
"14532",5
"14533",3
"14534",3
"14535",1
"14536",1
"14538",6
"14539",6
"14540",6
"14541",6
"14543",6
"14544",3
"14545",6
"14546",1
"14547",6
"14548",5
"14549",4
"14550",2
"14551",1
"14552",6
"14553",3
"14554",5
"14555",4
"14556",3
"14558",2
"14559",4
"14560",3
"14561",10
"14562",8
"14563",8
"14564",5
"14565",10
"14567",9
"14568",10
"14569",7
"14571",5
"14572",7
"14573",10
"14574",10
"14576",5
"14577",4
"14578",5
"14579",4
"14580",3
"14582",4
"14583",1
"14584",2
"14585",7
"14586",10
"14587",2
"14588",9
"14590",2
"14591",3
"14592",2
"14593",1
"14594",2
"14595",2
"14597",5
"14598",3
"14600",2
"14601",2
"14602",8
"14603",3
"14604",3
"14605",7
"14606",3
"14607",3
"14608",10
"14609",8
"14614",3
"14615",3
"14616",10
"14617",3
"14618",1
"14620",4
"14621",3
"14623",3
"14624",4
"14625",3
"14626",4
"14629",4
"14630",3
"14632",3
"14633",4
"14635",3
"14636",4
"14637",9
"14639",3
"14641",3
"14642",4
"14643",9
"14645",3
"14646",9
"14648",3
"14649",9
"14651",3
"14652",3
"14656",3
"14657",1
"14658",9
"14660",3
"14661",9
"14663",3
"14664",8
"14666",4
"14667",9
"14669",3
"14670",3
"14673",9
"14675",3
"14678",9
"14682",9
"14688",9
"14690",3
"14693",8
"14694",8
"14695",1
"14697",8
"14698",9
"14700",5
"14701",9
"14702",7
"14703",7
"14704",1
"14705",10
"14706",1
"14707",9
"14709",7
"14712",8
"14715",5
"14716",9
"14719",9
"14720",9
"14721",5
"14725",9
"14726",9
"14728",9
"14729",9
"14730",6
"14731",9
"14732",9
"14733",9
"14741",1
"14743",6
"14744",9
"14745",1
"14746",2
"14748",1
"14749",9
"14750",1
"14752",7
"14753",7
"14756",3
"14757",3
"14758",1
"14759",4
"14760",1
"14761",2
"14762",4
"14763",4
"14764",8
"14765",10
"14768",2
"14769",8
"14770",3
"14771",2
"14773",4
"14775",4
"14777",1
"14778",8
"14779",10
"14780",10
"14781",4
"14782",2
"14783",4
"14784",2
"14785",3
"14786",10
"14787",4
"14788",4
"14790",3
"14793",3
"14794",9
"14795",10
"14796",8
"14797",3
"14798",2
"14799",4
"14800",9
"14801",2
"14802",4
"14803",10
"14804",3
"14805",6
"14806",10
"14807",10
"14809",7
"14811",10
"14813",3
"14814",4
"14815",3
"14816",10
"14817",2
"14818",4
"14819",10
"14820",4
"14821",4
"14823",9
"14824",10
"14825",9
"14826",10
"14827",3
"14828",4
"14829",3
"14831",4
"14833",3
"14835",4
"14836",1
"14837",4
"14838",8
"14839",10
"14840",3
"14841",9
"14842",8
"14843",1
"14844",10
"14845",1
"14847",4
"14848",4
"14849",9
"14850",8
"14851",6
"14852",3
"14853",10
"14854",10
"14856",2
"14857",5
"14858",4
"14859",1
"14860",10
"14861",1
"14862",4
"14863",2
"14864",4
"14865",7
"14866",4
"14867",1
"14868",3
"14869",9
"14870",2
"14871",4
"14872",1
"14873",10
"14874",4
"14876",5
"14877",4
"14878",10
"14879",3
"14880",4
"14881",4
"14883",2
"14884",4
"14887",2
"14888",10
"14889",5
"14890",1
"14891",5
"14894",3
"14895",6
"14897",7
"14898",4
"14899",6
"14900",10
"14901",10
"14902",8
"14903",3
"14904",2
"14905",9
"14906",8
"14907",3
"14909",10
"14910",8
"14911",3
"14913",6
"14914",1
"14916",2
"14917",3
"14919",9
"14920",6
"14921",2
"14922",1
"14923",2
"14924",4
"14925",7
"14928",10
"14929",6
"14930",9
"14932",3
"14933",1
"14934",6
"14937",6
"14938",10
"14939",4
"14940",4
"14943",2
"14944",2
"14945",3
"14946",3
"14947",6
"14948",2
"14950",2
"14951",2
"14953",10
"14958",2
"14960",4
"14961",8
"14963",2
"14965",3
"14966",8
"14967",2
"14968",8
"14969",9
"14970",1
"14971",2
"14972",6
"14973",10
"14974",4
"14975",8
"14976",6
"14979",2
"14980",8
"14982",3
"14983",3
"14984",8
"14985",9
"14987",10
"14990",5
"14991",2
"14992",4
"14993",9
"14994",9
"14996",9
"14997",6
"14998",9
"15000",9
"15001",3
"15005",9
"15008",3
"15010",9
"15013",3
"15015",4
"15016",3
"15017",7
"15018",4
"15019",8
"15020",3
"15021",2
"15023",4
"15024",3
"15025",9
"15027",3
"15028",9
"15030",3
"15032",7
"15033",3
"15034",9
"15036",9
"15040",4
"15041",7
"15042",3
"15043",7
"15045",3
"15049",10
"15050",10
"15052",7
"15053",6
"15054",2
"15058",3
"15059",7
"15060",6
"15061",1
"15062",8
"15064",8
"15065",7
"15066",3
"15067",10
"15069",8
"15070",3
"15071",10
"15072",4
"15073",10
"15074",7
"15075",2
"15076",10
"15079",10
"15080",8
"15081",10
"15083",9
"15085",8
"15086",8
"15087",10
"15088",8
"15091",8
"15092",8
"15094",10
"15095",8
"15096",5
"15098",8
"15100",8
"15102",8
"15103",3
"15105",8
"15106",8
"15108",8
"15110",8
"15113",10
"15114",8
"15116",6
"15118",3
"15119",8
"15120",4
"15121",2
"15122",4
"15123",10
"15124",2
"15125",4
"15126",4
"15127",4
"15128",2
"15131",4
"15132",6
"15134",6
"15135",2
"15136",8
"15137",2
"15138",4
"15139",6
"15141",4
"15142",2
"15143",6
"15144",2
"15145",6
"15146",4
"15147",2
"15148",1
"15150",4
"15151",6
"15152",4
"15153",8
"15154",3
"15155",6
"15156",2
"15157",4
"15158",9
"15159",2
"15160",4
"15161",1
"15162",2
"15163",9
"15164",2
"15165",4
"15166",8
"15167",2
"15169",4
"15170",2
"15171",9
"15173",3
"15174",8
"15175",4
"15176",8
"15177",6
"15178",10
"15179",4
"15180",4
"15181",1
"15182",10
"15183",3
"15184",8
"15185",6
"15186",3
"15187",6
"15188",8
"15189",1
"15191",10
"15193",2
"15195",5
"15196",1
"15197",10
"15199",10
"15201",8
"15202",7
"15203",4
"15204",2
"15205",7
"15206",4
"15207",2
"15208",7
"15209",10
"15210",2
"15211",7
"15212",4
"15213",8
"15214",10
"15215",4
"15217",4
"15218",3
"15221",3
"15222",10
"15223",8
"15224",2
"15225",8
"15226",8
"15227",4
"15229",6
"15230",4
"15231",10
"15233",7
"15234",3
"15235",10
"15236",4
"15237",2
"15239",1
"15241",10
"15242",4
"15243",4
"15244",10
"15245",4
"15248",8
"15249",4
"15251",10
"15252",1
"15253",4
"15255",7
"15257",4
"15258",2
"15259",6
"15260",9
"15261",2
"15262",2
"15263",1
"15264",9
"15265",7
"15266",7
"15269",3
"15270",9
"15271",8
"15272",8
"15273",4
"15274",4
"15275",8
"15276",4
"15277",4
"15278",4
"15279",4
"15280",2
"15281",3
"15282",8
"15283",7
"15285",5
"15286",2
"15288",5
"15289",7
"15291",7
"15292",4
"15293",7
"15294",1
"15295",1
"15296",2
"15297",1
"15298",1
"15299",10
"15300",3
"15301",1
"15302",1
"15303",1
"15304",4
"15305",1
"15306",1
"15307",1
"15308",1
"15309",1
"15310",1
"15311",1
"15312",1
"15313",3
"15314",1
"15315",3
"15316",1
"15317",1
"15318",1
"15319",1
"15320",1
"15321",1
"15322",1
"15323",1
"15324",1
"15325",1
"15326",1
"15327",1
"15328",3
"15329",1
"15330",1
"15331",3
"15332",3
"15333",1
"15334",3
"15335",1
"15336",1
"15337",1
"15338",1
"15339",1
"15340",10
"15341",1
"15342",5
"15343",2
"15344",3
"15347",6
"15348",5
"15350",8
"15351",3
"15352",2
"15353",6
"15354",2
"15355",8
"15356",2
"15357",2
"15358",8
"15359",2
"15360",9
"15361",2
"15362",2
"15363",8
"15364",2
"15365",5
"15366",2
"15367",6
"15368",1
"15369",5
"15370",6
"15371",2
"15372",2
"15373",10
"15375",6
"15376",1
"15377",1
"15378",6
"15379",2
"15380",1
"15381",8
"15382",8
"15383",2
"15384",2
"15385",4
"15386",3
"15387",2
"15388",5
"15389",6
"15390",2
"15392",6
"15393",5
"15394",3
"15395",6
"15396",2
"15397",3
"15398",8
"15399",7
"15400",2
"15401",8
"15403",1
"15405",10
"15406",6
"15407",7
"15408",4
"15409",7
"15410",7
"15411",4
"15412",3
"15413",7
"15414",4
"15415",10
"15416",8
"15419",3
"15420",7
"15421",7
"15423",7
"15424",2
"15425",8
"15426",10
"15427",4
"15430",2
"15432",7
"15433",7
"15434",3
"15435",7
"15436",6
"15437",8
"15439",7
"15440",7
"15441",7
"15442",7
"15443",7
"15444",7
"15446",3
"15447",8
"15448",4
"15449",4
"15450",2
"15451",3
"15452",7
"15453",10
"15454",3
"15455",5
"15456",4
"15459",8
"15460",10
"15461",7
"15462",5
"15463",9
"15465",8
"15466",10
"15467",2
"15468",8
"15469",8
"15471",8
"15473",1
"15475",4
"15476",8
"15477",4
"15478",4
"15479",2
"15480",4
"15481",7
"15482",8
"15483",1
"15484",2
"15485",6
"15487",9
"15488",3
"15490",8
"15491",7
"15492",6
"15493",7
"15494",7
"15497",8
"15499",2
"15500",10
"15501",7
"15502",9
"15503",6
"15505",3
"15506",1
"15507",1
"15508",9
"15510",8
"15511",3
"15512",2
"15513",1
"15514",1
"15515",1
"15518",1
"15519",2
"15520",2
"15522",5
"15523",7
"15524",7
"15525",2
"15526",6
"15527",4
"15528",7
"15529",10
"15530",2
"15531",8
"15533",3
"15534",4
"15535",5
"15536",10
"15537",8
"15538",5
"15539",4
"15540",3
"15541",6
"15542",8
"15543",10
"15544",6
"15545",4
"15546",3
"15547",6
"15549",6
"15550",8
"15551",8
"15552",10
"15554",2
"15555",1
"15556",5
"15557",9
"15558",8
"15559",7
"15560",7
"15561",6
"15562",3
"15563",5
"15565",5
"15566",2
"15567",3
"15568",3
"15571",9
"15572",7
"15573",4
"15574",6
"15575",10
"15576",2
"15577",7
"15578",4
"15579",8
"15581",9
"15584",10
"15585",3
"15586",2
"15588",5
"15589",1
"15591",10
"15592",7
"15594",5
"15595",10
"15596",5
"15597",10
"15598",9
"15599",3
"15600",2
"15601",3
"15602",9
"15603",2
"15604",6
"15605",1
"15606",10
"15607",2
"15608",9
"15609",2
"15610",2
"15611",9
"15612",5
"15613",3
"15614",2
"15615",4
"15616",2
"15617",1
"15618",2
"15619",1
"15620",2
"15621",4
"15622",2
"15623",4
"15624",2
"15625",2
"15626",2
"15627",3
"15628",2
"15629",3
"15630",3
"15631",3
"15632",10
"15633",4
"15634",1
"15635",2
"15636",3
"15637",2
"15638",4
"15639",6
"15640",2
"15641",3
"15642",10
"15643",10
"15644",4
"15645",3
"15646",2
"15647",7
"15648",5
"15649",3
"15650",10
"15651",3
"15652",6
"15655",4
"15656",5
"15657",5
"15658",8
"15659",10
"15661",1
"15662",4
"15663",3
"15664",6
"15665",2
"15666",7
"15667",8
"15668",3
"15670",2
"15671",3
"15673",4
"15676",3
"15677",6
"15678",8
"15679",10
"15680",8
"15684",4
"15685",10
"15686",8
"15687",10
"15689",3
"15690",9
"15691",8
"15693",7
"15694",10
"15695",7
"15696",6
"15697",3
"15698",10
"15699",7
"15701",2
"15702",1
"15704",4
"15705",3
"15706",10
"15707",8
"15708",7
"15709",2
"15710",2
"15711",3
"15712",1
"15714",6
"15715",7
"15716",7
"15717",7
"15719",5
"15720",7
"15721",7
"15722",2
"15723",7
"15726",2
"15727",1
"15728",4
"15729",4
"15730",2
"15732",1
"15735",6
"15736",2
"15739",7
"15740",4
"15741",9
"15743",1
"15745",4
"15746",7
"15747",9
"15748",2
"15749",9
"15750",6
"15751",9
"15752",1
"15753",8
"15754",5
"15755",10
"15756",8
"15757",3
"15758",2
"15759",8
"15760",1
"15761",3
"15762",3
"15763",8
"15764",1
"15765",1
"15766",1
"15767",2
"15768",2
"15769",5
"15770",5
"15771",2
"15772",2
"15773",5
"15774",7
"15775",3
"15776",3
"15777",2
"15778",3
"15779",2
"15780",6
"15781",3
"15782",7
"15783",4
"15784",5
"15785",1
"15786",4
"15787",6
"15788",2
"15789",7
"15790",6
"15791",1
"15792",2
"15793",4
"15795",7
"15796",2
"15797",1
"15798",5
"15799",6
"15800",9
"15801",3
"15802",1
"15803",5
"15804",1
"15805",6
"15806",9
"15807",1
"15808",6
"15809",2
"15810",3
"15811",2
"15812",8
"15813",1
"15814",2
"15815",2
"15816",1
"15817",2
"15818",2
"15819",1
"15820",1
"15821",1
"15822",8
"15823",2
"15824",2
"15825",1
"15826",2
"15827",6
"15828",1
"15829",1
"15830",3
"15831",1
"15832",1
"15833",1
"15834",1
"15835",1
"15836",1
"15837",3
"15838",1
"15839",6
"15840",1
"15841",1
"15842",1
"15843",6
"15844",1
"15845",1
"15846",1
"15847",9
"15848",1
"15849",6
"15850",2
"15851",1
"15852",1
"15853",1
"15854",5
"15855",7
"15856",5
"15857",5
"15858",2
"15859",2
"15860",2
"15861",2
"15862",5
"15863",1
"15864",5
"15865",6
"15866",6
"15867",1
"15868",1
"15869",1
"15870",2
"15871",1
"15872",5
"15873",2
"15874",5
